run_id,loss,beta,sigma,lr,batch_size,seed,num_steps,final_mae,final_v_w_norm,v_w_norm_true,best_mae,best_step,best_v_w_norm,hjb_rmse,elapsed_sec
sig0.2_lr0.005_B256_beta_dtd_beta0.1_s2,beta_dtd,0.1,0.2,0.005,256,2,15000,59.649117476233116,646.7354736328125,984.7001763309571,16.282062694364466,8900,717.74365234375,26.49075342283058,98.17301368713379
sig0.2_lr0.005_B256_beta_dtd_beta0.25_s2,beta_dtd,0.25,0.2,0.005,256,2,15000,71.54094531688274,565.1889038085938,984.7001763309571,14.957251319864035,9350,766.8590087890625,13.381871740001515,93.25417494773865
sig0.2_lr0.005_B256_beta_dtd_beta0.5_s2,beta_dtd,0.5,0.2,0.005,256,2,15000,65.0058148703974,642.6935424804688,984.7001763309571,18.04649513741132,14150,901.6703491210938,11.700571673112758,95.01658701896667
sig0.2_lr0.005_B256_beta_dtd_beta0.75_s2,beta_dtd,0.75,0.2,0.005,256,2,15000,98.3469238487244,574.7152709960938,984.7001763309571,57.1596197512314,13050,606.7041015625,11.01980910494392,97.13196802139282
sig0.2_lr0.005_B1024_td_beta0_s0,td,0.0,0.2,0.005,1024,0,15000,20.968079863321524,1024.0572509765625,984.7001763309571,10.345886800344456,10600,1105.648681640625,29.563700483399643,797.2028958797455
sig0.2_lr0.005_B1024_beta_dtd_beta0.1_s0,beta_dtd,0.1,0.2,0.005,1024,0,15000,18.4974520824257,1011.4053955078125,984.7001763309571,15.315695668489592,10750,1016.417236328125,25.66222096603738,809.0986297130585
sig0.2_lr0.005_B1024_td_beta0_s1,td,0.0,0.2,0.005,1024,1,15000,38.04140787432853,1123.646240234375,984.7001763309571,13.062978063751462,10850,969.8154296875,44.032810822560045,750.4526681900024
sig0.2_lr0.005_B1024_beta_dtd_beta0.25_s0,beta_dtd,0.25,0.2,0.005,1024,0,15000,49.452976736788166,1058.7216796875,984.7001763309571,12.735714259887786,11500,905.0652465820312,25.18839419593441,795.5804250240326
sig0.2_lr0.005_B1024_beta_dtd_beta0.5_s0,beta_dtd,0.5,0.2,0.005,1024,0,15000,61.26854825473251,980.1710815429688,984.7001763309571,28.32259447827484,13000,800.3056030273438,16.7859305081476,779.9116308689117
sig0.2_lr0.005_B1024_beta_dtd_beta0.75_s0,beta_dtd,0.75,0.2,0.005,1024,0,15000,160.9355161807579,691.835693359375,984.7001763309571,81.90645190136804,8500,448.21527099609375,16.30964941708132,778.456032037735
sig0.2_lr0.005_B1024_beta_dtd_beta0.1_s1,beta_dtd,0.1,0.2,0.005,1024,1,15000,52.12013414362651,1217.0107421875,984.7001763309571,13.717550586824267,12650,848.2787475585938,36.74695297169931,99.58813190460205
sig0.2_lr0.002_B4096_beta_dtd_beta0.75_s2,beta_dtd,0.75,0.2,0.002,4096,2,15000,98.41051943676842,518.4961547851562,984.7001763309571,85.73969586439286,11750,441.6267395019531,9.883186168266056,1670.6487820148468
sig0.2_lr0.005_B1024_td_beta0_s2,td,0.0,0.2,0.005,1024,2,15000,15.852470892286265,819.11572265625,984.7001763309571,12.017142097589463,10750,789.2363891601562,25.06681698214909,77.43968796730042
sig0.2_lr0.005_B1024_beta_dtd_beta0.25_s1,beta_dtd,0.25,0.2,0.005,1024,1,15000,59.97108224436956,1006.7512817382812,984.7001763309571,8.591010349595757,11350,806.3404541015625,23.103221034583765,97.75797986984253
sig0.2_lr0.005_B1024_beta_dtd_beta0.5_s1,beta_dtd,0.5,0.2,0.005,1024,1,15000,82.48536936615204,793.3284912109375,984.7001763309571,26.81370987923877,11800,783.0169067382812,18.772998896883966,98.94696307182312
sig0.2_lr0.005_B1024_beta_dtd_beta0.75_s1,beta_dtd,0.75,0.2,0.005,1024,1,15000,139.88271737614224,613.6616821289062,984.7001763309571,64.92106598017996,7500,492.40338134765625,15.446017854691746,98.13851284980774
sig0.2_lr0.005_B1024_beta_dtd_beta0.1_s2,beta_dtd,0.1,0.2,0.005,1024,2,15000,11.240472049996704,854.2061767578125,984.7001763309571,9.226772648137858,11250,1110.30224609375,22.21129853191054,96.8213312625885
sig0.2_lr0.005_B1024_beta_dtd_beta0.25_s2,beta_dtd,0.25,0.2,0.005,1024,2,15000,14.579999489933382,873.5108642578125,984.7001763309571,8.895511439748336,11450,985.686279296875,18.067672356492327,94.3646879196167
sig0.2_lr0.005_B1024_beta_dtd_beta0.5_s2,beta_dtd,0.5,0.2,0.005,1024,2,15000,50.31674629723007,733.396240234375,984.7001763309571,22.0983414239167,9450,689.4678955078125,11.264423066961498,93.44126892089844
sig0.2_lr0.005_B1024_beta_dtd_beta0.75_s2,beta_dtd,0.75,0.2,0.005,1024,2,15000,128.54642646963623,547.393798828125,984.7001763309571,69.8740498117243,12950,574.171875,14.017941246711958,91.54866409301758
sig0.2_lr0.005_B4096_td_beta0_s0,td,0.0,0.2,0.005,4096,0,15000,23.075903646894787,1204.47119140625,984.7001763309571,7.368506970557579,10050,869.3430786132812,28.27537946983129,293.2988340854645
sig0.2_lr0.005_B4096_td_beta0_s1,td,0.0,0.2,0.005,4096,1,15000,51.32735093374435,1072.3775634765625,984.7001763309571,6.872722937350634,10200,901.010986328125,19.88589040611616,289.5113310813904
sig0.2_lr0.005_B4096_beta_dtd_beta0.1_s0,beta_dtd,0.1,0.2,0.005,4096,0,15000,21.85162175123449,1125.9539794921875,984.7001763309571,5.904642944697379,14600,939.5152587890625,22.02385107814773,385.5313370227814
sig0.2_lr0.005_B4096_beta_dtd_beta0.25_s0,beta_dtd,0.25,0.2,0.005,4096,0,15000,23.430976285551395,1036.17626953125,984.7001763309571,8.075211956268351,11800,871.3330078125,14.23297853875413,387.90096521377563
sig0.2_lr0.005_B4096_beta_dtd_beta0.5_s0,beta_dtd,0.5,0.2,0.005,4096,0,15000,30.790301212132285,880.3947143554688,984.7001763309571,20.161813216066097,13250,855.1544189453125,9.914669975171527,385.8255660533905
sig0.2_lr0.005_B4096_beta_dtd_beta0.75_s0,beta_dtd,0.75,0.2,0.005,4096,0,15000,113.52382494655862,649.9835815429688,984.7001763309571,86.96423909254227,10500,548.5791625976562,12.207510652591642,387.53834295272827
sig0.2_lr0.005_B4096_beta_dtd_beta0.1_s1,beta_dtd,0.1,0.2,0.005,4096,1,15000,54.63881898379745,1056.2017822265625,984.7001763309571,5.891017767666317,10200,889.7443237304688,17.411444308908855,391.3579320907593
sig0.2_lr0.005_B4096_beta_dtd_beta0.25_s1,beta_dtd,0.25,0.2,0.005,4096,1,15000,62.507096304659264,1033.2994384765625,984.7001763309571,10.58807903287989,14950,958.1734008789062,14.471042580743218,428.90400791168213
sig0.2_lr0.005_B4096_td_beta0_s2,td,0.0,0.2,0.005,4096,2,15000,67.93105614961353,638.8062133789062,984.7001763309571,8.374328676508469,13150,900.7515869140625,12.848587508800293,329.89676213264465
sig0.2_lr0.005_B4096_beta_dtd_beta0.5_s1,beta_dtd,0.5,0.2,0.005,4096,1,15000,94.2404092929405,939.8603515625,984.7001763309571,23.67278564364192,9050,809.2725219726562,11.731064713650666,423.96257877349854
sig0.2_lr0.005_B4096_beta_dtd_beta0.75_s1,beta_dtd,0.75,0.2,0.005,4096,1,15000,156.28852735019152,696.2216796875,984.7001763309571,83.10757531317644,11450,553.5133666992188,15.38837970574386,416.9537179470062
sig0.2_lr0.005_B4096_beta_dtd_beta0.1_s2,beta_dtd,0.1,0.2,0.005,4096,2,15000,61.53198326299453,663.4656982421875,984.7001763309571,8.02989317544462,13150,974.3297729492188,11.033965483233885,412.81028008461
sig0.2_lr0.005_B4096_beta_dtd_beta0.25_s2,beta_dtd,0.25,0.2,0.005,4096,2,15000,51.75813808075573,691.8194580078125,984.7001763309571,8.033101996706204,9550,1000.69580078125,8.600415457259878,392.99943232536316
sig0.2_lr0.005_B4096_beta_dtd_beta0.5_s2,beta_dtd,0.5,0.2,0.005,4096,2,15000,48.7169335186321,671.6896362304688,984.7001763309571,27.6848428670305,11350,693.0056762695312,6.676948650940724,380.2064211368561
sig0.2_lr0.005_B4096_beta_dtd_beta0.75_s2,beta_dtd,0.75,0.2,0.005,4096,2,15000,99.31159791570411,569.0638427734375,984.7001763309571,78.20679761155017,10050,583.8494262695312,10.355009491349648,233.7139971256256
